"plate_x","plate_z","pitch_name","description","stand","release_speed","release_spin_rate"
0.21,2.21,"Slider","called_strike","R",88.3,2392
0.26,1.5,"Changeup","ball","R",89.1,1563
0.46,1.64,"Slider","swinging_strike","R",87.5,2371
1.24,3.75,"4-Seam Fastball","ball","R",96.4,2332
0.1,2.39,"4-Seam Fastball","hit_into_play","L",97.3,2260
-0.45,2.48,"4-Seam Fastball","foul","L",97.8,2400
-0.26,2.82,"4-Seam Fastball","called_strike","L",96.1,2291
-0.82,2.46,"4-Seam Fastball","ball","L",96.7,2343
-1.34,2.73,"4-Seam Fastball","ball","L",95.7,2406
0.23,0.55,"Changeup","blocked_ball","L",89.7,1637
0.79,2.8,"Cutter","hit_into_play","R",91.1,2473
0.76,1.9,"Cutter","hit_into_play","R",92,2509
1.25,2.15,"Cutter","ball","R",92.7,2411
0.82,2.53,"4-Seam Fastball","called_strike","R",95.8,2316
-0.2,1.58,"4-Seam Fastball","called_strike","L",96.8,2286
-0.74,0.92,"Changeup","ball","L",90,1638
0.76,3.49,"4-Seam Fastball","foul","L",96.2,2324
0.33,1.57,"Slider","foul","L",88.6,2295
-1.16,3.79,"4-Seam Fastball","ball","L",93.8,2333
0.23,1.39,"Changeup","ball","L",88.3,1561
0.32,1.64,"Knuckle Curve","called_strike","L",82.5,2626
1.59,3.12,"Cutter","swinging_strike","R",93.4,2419
0.9,2.98,"4-Seam Fastball","foul","R",97,2295
-0.55,2.86,"Slider","foul","R",86.7,2377
-1.01,1.87,"Changeup","foul","R",88.2,1614
1.33,2.52,"4-Seam Fastball","ball","R",92.9,2236
-0.68,1.93,"Changeup","hit_into_play","L",86.6,1535
-0.49,1.72,"Knuckle Curve","called_strike","L",80.6,2653
0.13,2.44,"Slider","hit_into_play","L",87.1,2473
0.38,2.5,"Cutter","swinging_strike","R",92.9,2387
0.42,2.54,"4-Seam Fastball","foul","R",97.7,2313
0.07,0.2,"Slider","blocked_ball","R",88.7,2436
0.3,1.72,"Slider","swinging_strike","R",90.1,2447
-1.07,3.12,"Knuckle Curve","hit_into_play","R",81.2,2763
0.28,3.05,"4-Seam Fastball","called_strike","R",95.5,2333
0.03,3.1,"4-Seam Fastball","hit_into_play","L",95.2,2285
-1.38,4.19,"Changeup","ball","L",87.6,1312
1.75,-0.06,"Slider","ball","L",89,2613
0.1,1.81,"4-Seam Fastball","hit_into_play","R",95,2314
1.3,3.17,"4-Seam Fastball","ball","R",95.4,2375
1.26,2.99,"4-Seam Fastball","ball","R",94.4,2465
0.43,2.94,"Knuckle Curve","hit_into_play","R",81.9,2828
-1.04,3.61,"4-Seam Fastball","foul","R",97.7,2449
0.85,2,"Slider","swinging_strike","R",89,2433
-0.48,1.78,"Slider","hit_into_play","L",87.8,2575
0.24,0.72,"Knuckle Curve","blocked_ball","L",83.2,2869
-0.16,3.1,"4-Seam Fastball","foul","L",96.3,2225
0.12,2.32,"4-Seam Fastball","called_strike","L",95.7,2298
0.91,2.86,"Slider","hit_into_play","R",88.4,2447
0.21,1.88,"Slider","foul","R",88.2,2458
1.36,0.51,"Slider","ball","R",88.9,2615
0.36,2.64,"4-Seam Fastball","called_strike","R",95.8,2328
0.06,1.56,"4-Seam Fastball","ball","R",95.7,2363
-1.25,2.17,"4-Seam Fastball","hit_into_play","L",96.3,2322
0.61,-0.8,"Knuckle Curve","foul","L",82.4,2838
0.43,1.65,"Slider","foul","L",88.5,2528
-0.45,1.98,"Slider","called_strike","L",88,2573
-1.2,2.75,"4-Seam Fastball","ball","L",94.6,2298
-0.21,3.13,"Knuckle Curve","hit_into_play","L",81.9,2875
-0.92,3.36,"4-Seam Fastball","foul","L",96.3,2367
-0.3,2.03,"Slider","foul","L",88.6,2536
-1.78,4.85,"4-Seam Fastball","ball","L",95,2307
-0.81,2.06,"Changeup","swinging_strike","L",88.9,1575
1.2,1.07,"Slider","ball","L",88.7,2435
0.61,3.52,"4-Seam Fastball","called_strike","L",95.6,2339
0.54,-0.48,"Knuckle Curve","swinging_strike_blocked","L",82.8,2663
-0.76,4.52,"4-Seam Fastball","ball","L",96,2258
-0.66,3.14,"4-Seam Fastball","called_strike","L",95.2,2259
1.04,1.97,"Cutter","foul","L",91.9,2435
0.06,0.94,"Slider","swinging_strike","L",86.7,2466
0.65,2.46,"4-Seam Fastball","foul","L",95.2,2325
-0.07,2.76,"Knuckle Curve","foul","L",79.3,2697
-1.1,3.76,"Knuckle Curve","ball","L",80,2760
-0.27,2.66,"4-Seam Fastball","hit_into_play","R",95.5,2303
-0.92,2.74,"Knuckle Curve","ball","R",79.9,2772
0.25,2.97,"4-Seam Fastball","hit_into_play","L",94.1,2270
-0.11,5.27,"Slider","ball","L",89.4,2473
-0.55,2.41,"Slider","called_strike","L",85.4,2493
0.1,4.39,"Cutter","ball","L",90.3,2430
-0.69,2.58,"Changeup","hit_into_play","L",89.1,1635
-0.64,2.75,"Changeup","swinging_strike","R",88.5,1393
-0.75,3.25,"4-Seam Fastball","foul","R",96.6,2283
1.88,0.62,"Slider","blocked_ball","R",90.4,2656
0.14,2.15,"4-Seam Fastball","called_strike","R",96.7,2518
0.94,1.58,"4-Seam Fastball","ball","R",96.6,2466
1,0.38,"Slider","ball","R",88.8,2652
-1.61,3.14,"4-Seam Fastball","ball","R",95.1,2348
0.08,2.54,"Knuckle Curve","foul","R",80.5,2785
-0.59,4.18,"4-Seam Fastball","ball","R",95.9,2510
0.38,3.42,"4-Seam Fastball","hit_into_play","L",95.4,2392
0.62,3.35,"Cutter","foul","L",90.1,2425
0.01,1,"Slider","ball","L",87.2,2591
-0.11,1.61,"Knuckle Curve","hit_into_play","R",81.7,2768
-0.58,3.78,"4-Seam Fastball","ball","R",95.5,2302
-0.24,2.55,"4-Seam Fastball","called_strike","R",95,2325
-0.93,2.45,"Changeup","hit_into_play","L",89,1661
-0.37,2.27,"Cutter","called_strike","L",91.1,2394
-1.1,2.08,"Changeup","hit_into_play","L",89,1669
-0.08,2.08,"Changeup","swinging_strike","L",88.7,1413
-0.68,4.54,"4-Seam Fastball","ball","L",95.2,2318
-1.33,3.77,"4-Seam Fastball","ball","L",93.9,2358
-0.08,1.54,"Slider","called_strike","L",88.2,2506
1.17,1.03,"Slider","swinging_strike","R",89.9,2579
0.15,3.14,"4-Seam Fastball","foul","R",97.6,2376
0.7,0.51,"Slider","blocked_ball","R",91.2,2492
0.3,2.84,"4-Seam Fastball","foul","R",97.2,2390
1.12,2.56,"4-Seam Fastball","ball","R",96.9,2405
2.03,1.09,"Cutter","ball","R",90.4,2458
0.57,3.75,"4-Seam Fastball","ball","L",95.9,2330
-0.52,2.03,"4-Seam Fastball","foul","L",95.3,2385
1.44,1.48,"Cutter","ball","L",90.9,2478
-0.1,0.8,"Changeup","ball","L",88.3,1551
-0.77,0.99,"Changeup","ball","L",88.2,1550
-0.32,1.85,"Slider","called_strike","L",89.8,2366
-0.59,2.66,"4-Seam Fastball","swinging_strike","L",95.1,2265
-0.54,0.97,"Changeup","ball","L",90.4,1613
-0.61,0.95,"Knuckle Curve","ball","L",81.5,2819
-0.53,3.77,"4-Seam Fastball","foul","L",94.7,2239
-0.32,2.65,"Slider","called_strike","L",87.7,2508
0.61,2.9,"4-Seam Fastball","hit_into_play","R",95.4,2415
0.55,2.51,"4-Seam Fastball","called_strike","R",94.8,2416
0.06,1.36,"Slider","hit_into_play","R",89,2499
1.01,0.71,"Slider","swinging_strike","R",88.6,2476
-0.21,4.24,"4-Seam Fastball","ball","R",95.2,2352
-0.22,2.42,"4-Seam Fastball","foul","R",94.2,2246
0.59,2.52,"4-Seam Fastball","hit_into_play","L",97.1,2181
-0.91,1.36,"Changeup","ball","L",89.5,1605
-0.08,3.39,"4-Seam Fastball","foul","L",96,2283
0.26,2.3,"4-Seam Fastball","called_strike","L",96,2403
0.45,1.8,"Cutter","hit_into_play","R",91.7,2482
1.09,2.07,"4-Seam Fastball","ball","R",96.4,2328
0.33,2.41,"4-Seam Fastball","hit_into_play","L",95.6,2181
-0.47,2.47,"4-Seam Fastball","foul","L",96.1,2419
-1.43,4.22,"4-Seam Fastball","ball","L",95.2,2395
-1.19,2.76,"Knuckle Curve","ball","L",81,2764
-0.82,2.35,"4-Seam Fastball","foul","L",96.1,2288
0.43,1.61,"Slider","foul","L",87.7,2358
-0.44,4.03,"4-Seam Fastball","ball","L",95.5,2317
-0.55,1.71,"Changeup","swinging_strike","L",87.6,1425
-0.61,3.16,"4-Seam Fastball","foul","L",93.1,2140
0.39,3.01,"4-Seam Fastball","called_strike","L",94.5,2342
0.4,2.56,"Slider","called_strike","R",88.4,2536
1.58,-0.23,"Slider","ball","R",88.9,2382
-0.18,3.94,"4-Seam Fastball","foul","R",95.9,2400
1.12,1.33,"Slider","swinging_strike","R",89.9,2582
-0.8,4.79,"4-Seam Fastball","ball","R",96,2386
-0.27,2.12,"4-Seam Fastball","called_strike","R",96.5,2487
0.31,2.4,"4-Seam Fastball","hit_into_play","L",97,2371
-0.33,3.88,"4-Seam Fastball","foul","L",95.3,2360
0.56,2.01,"4-Seam Fastball","foul","L",96.2,2305
-0.18,5.26,"4-Seam Fastball","ball","L",94.9,2393
-0.48,2.67,"4-Seam Fastball","called_strike","L",94.6,2368
-0.09,3.12,"4-Seam Fastball","foul","L",93.9,2283
0.22,1.33,"Slider","ball","L",87.1,2482
0.99,2.68,"4-Seam Fastball","ball","L",94.7,2315
0.34,2.31,"4-Seam Fastball","hit_into_play","L",95.2,2374
1.06,3.19,"4-Seam Fastball","called_strike","L",95.5,2286
0.27,3.22,"4-Seam Fastball","foul_tip","R",97.7,2369
1.69,0.65,"Slider","ball","R",89.6,2520
1.12,1.9,"Cutter","foul","R",92.6,2567
1.05,1.14,"Knuckle Curve","ball","R",82.8,2812
-0.4,4.95,"4-Seam Fastball","ball","R",95.6,2288
0.1,3.37,"Cutter","swinging_strike","R",92,2525
0.38,1.18,"Knuckle Curve","hit_into_play","R",83.3,2678
0.81,1.33,"Slider","hit_into_play","R",88.6,2548
1.2,2.46,"4-Seam Fastball","ball","R",95.8,2449
0.16,0.76,"Knuckle Curve","swinging_strike_blocked","L",83.6,2949
0.19,2.91,"4-Seam Fastball","foul","L",96.5,2426
0.23,3.34,"4-Seam Fastball","foul","L",96.5,2515
0.95,2.19,"4-Seam Fastball","ball","L",96.9,2400
0.83,1.95,"4-Seam Fastball","hit_into_play","R",92.9,2418
0.57,1.86,"Slider","hit_into_play","R",87.2,2519
0.65,1.52,"Knuckle Curve","called_strike","R",82.2,2800
1.4,3.11,"Cutter","ball","R",91.8,2447
0.9,3.11,"4-Seam Fastball","called_strike","R",95.8,2342
0.58,1.11,"Knuckle Curve","hit_into_play","R",82.8,2804
0.18,2.46,"4-Seam Fastball","hit_into_play","L",96.7,2357
-1.8,0.33,"Changeup","ball","L",90.6,1578
0.13,1.32,"Slider","foul","L",87.9,2490
-0.48,3.22,"4-Seam Fastball","foul","L",95.9,2236
-0.22,2.07,"Slider","hit_into_play","R",88.2,2438
0.58,1.45,"4-Seam Fastball","ball","R",95.9,2370
0.74,3.05,"Cutter","called_strike","R",91.6,2498
0.25,3.81,"4-Seam Fastball","ball","R",96.3,2324
0.89,2.79,"4-Seam Fastball","called_strike","R",96,2436
0.8,0.78,"Knuckle Curve","ball","R",82.4,2876
0.01,2.66,"4-Seam Fastball","foul","R",95.4,2288
2.58,1.03,"Slider","ball","R",88.6,2560
0.46,2.9,"4-Seam Fastball","foul","R",95.9,2377
0.77,2.24,"Slider","swinging_strike","R",90.6,2621
1.48,1.69,"Slider","ball","R",88.5,2407
-0.36,2.76,"Knuckle Curve","foul","R",81.4,2671
1.56,1.56,"Slider","swinging_strike","R",88.6,2534
-0.99,2.9,"4-Seam Fastball","foul","R",96.5,2446
-0.31,2.08,"4-Seam Fastball","swinging_strike","R",96.7,2405
1.41,1.06,"Slider","swinging_strike","R",88,2573
0.2,1.27,"Knuckle Curve","foul","R",81.1,2820
0.43,1,"Knuckle Curve","swinging_strike","R",83.1,2848
0.04,2.13,"4-Seam Fastball","called_strike","R",95.5,2395
-0.62,3.94,"4-Seam Fastball","swinging_strike","L",96.5,2357
-0.44,3.14,"4-Seam Fastball","foul_tip","L",95.5,2366
0.6,1.84,"Slider","called_strike","L",87.3,2520
0.18,3.06,"4-Seam Fastball","hit_into_play","R",98.1,2332
1.07,-1.76,"Knuckle Curve","ball","R",83.4,2779
0.64,2.35,"Slider","foul","R",90.2,2576
1.78,0.55,"Slider","swinging_strike_blocked","R",89.1,2647
1.8,1.4,"Knuckle Curve","ball","R",82.6,2843
0.55,3.13,"4-Seam Fastball","foul","R",97.2,2367
0.64,2.57,"4-Seam Fastball","foul","R",95.9,2337
1.28,1.97,"Cutter","hit_into_play","R",91.5,2387
0.95,1.38,"Slider","ball","R",89.4,2506
-0.42,2.88,"4-Seam Fastball","swinging_strike","L",98.2,2257
-0.82,2.96,"4-Seam Fastball","foul","L",96.3,2388
1.13,0.94,"Changeup","ball","L",92,1673
-1.49,3.71,"4-Seam Fastball","ball","L",96.5,2400
-0.21,3.46,"4-Seam Fastball","swinging_strike","L",96.6,2394
0.18,1.36,"Slider","hit_into_play","R",87.9,2579
0.97,1.42,"4-Seam Fastball","ball","R",96.5,2397
0.67,2.82,"Cutter","called_strike","R",93.2,2593
0.5,0.94,"Slider","ball","R",89.6,2542
0.46,3.01,"Slider","swinging_strike","R",88.5,2559
0.01,4.85,"4-Seam Fastball","ball","R",95.5,2315
1.51,0.36,"Knuckle Curve","ball","R",83.4,2898
0.69,0.92,"Slider","swinging_strike","R",89.9,2524
-1.24,3.91,"4-Seam Fastball","ball","R",96.9,2386
0.48,1.53,"4-Seam Fastball","called_strike","R",96.5,2392
0.46,1.69,"Knuckle Curve","hit_into_play","R",83.4,2740
-0.55,3.87,"4-Seam Fastball","hit_into_play","R",97.2,2387
-0.65,2.6,"Knuckle Curve","foul","R",82.7,2771
-0.01,2.41,"4-Seam Fastball","called_strike","R",98.4,2375
0.42,3.49,"4-Seam Fastball","foul","R",97.2,2348
-0.01,2.13,"4-Seam Fastball","hit_into_play","L",97,2316
1.36,2.72,"4-Seam Fastball","hit_into_play","R",97.2,2363
1.47,1.41,"Slider","ball","R",89.2,2624
1.13,1.78,"Cutter","ball","R",92.2,2569
0.23,1.8,"Knuckle Curve","called_strike","R",82.6,2858
1.06,1.85,"4-Seam Fastball","ball","R",97,2416
-0.06,3.24,"4-Seam Fastball","hit_into_play","R",97,2319
0.72,1.21,"Slider","ball","R",90.5,2504
1.89,2.61,"4-Seam Fastball","ball","R",98.1,2387
0.77,2.79,"4-Seam Fastball","foul","R",96.5,2355
0.9,0.35,"Knuckle Curve","blocked_ball","R",82.3,2805
1.55,1.49,"Slider","swinging_strike","R",89.7,2465
0.64,-0.62,"Knuckle Curve","blocked_ball","R",83.2,2660
0.67,0.43,"Knuckle Curve","foul","R",83.1,2803
-0.34,3,"Knuckle Curve","called_strike","R",82.1,2741
0.04,2.46,"Knuckle Curve","hit_into_play","L",82.9,2769
-0.08,2.35,"4-Seam Fastball","called_strike","L",96.7,2370
1.23,3.53,"4-Seam Fastball","ball","L",96.7,2323
-1.36,3.55,"4-Seam Fastball","ball","L",97.1,2294
-0.8,3.34,"4-Seam Fastball","swinging_strike","R",96.8,2208
0.08,3.22,"4-Seam Fastball","foul","R",96.6,2351
0.45,3.9,"4-Seam Fastball","ball","R",96.8,2434
0.04,2.43,"Slider","foul","R",88.9,2545
-0.09,3.53,"4-Seam Fastball","ball","R",95.8,2402
1.95,0.61,"Slider","ball","R",88.5,2623
0.37,2.97,"4-Seam Fastball","foul","R",95.5,2472
-0.55,2,"4-Seam Fastball","hit_into_play","L",94.6,2002
-1.19,2.93,"4-Seam Fastball","hit_into_play","L",95.4,2249
0,1.04,"Changeup","ball","L",91.1,1661
-1.26,3.15,"Cutter","ball","L",91.7,2506
1.55,1.71,"Cutter","swinging_strike","R",91.6,2620
1.41,-1.6,"Knuckle Curve","ball","R",84.4,2882
-0.33,2.99,"4-Seam Fastball","swinging_strike","R",96.6,2490
0.41,1.92,"4-Seam Fastball","called_strike","R",97.5,2467
0.16,1.74,"4-Seam Fastball","hit_into_play","R",98.3,2451
0.94,1.4,"Cutter","ball","R",93,2633
-0.49,3.11,"4-Seam Fastball","foul","R",98.2,2473
-0.43,2.1,"Slider","foul","R",91,2516
1.58,1.16,"Knuckle Curve","ball","R",84.2,2892
-0.18,3.42,"4-Seam Fastball","swinging_strike","R",98.6,2456
1.47,1.46,"Cutter","ball","R",93.5,2558
0.14,3.06,"4-Seam Fastball","foul","R",97.2,2340
0.36,2.15,"4-Seam Fastball","hit_into_play","R",97.4,2484
0.1,3.28,"4-Seam Fastball","swinging_strike","R",96.7,2342
0.2,2.61,"Knuckle Curve","called_strike","R",83.1,2814
0.73,1.51,"4-Seam Fastball","called_strike","L",98.1,2539
-0.93,1.34,"Slider","ball","L",89.4,2640
-1.11,2.88,"4-Seam Fastball","ball","L",98.5,2471
0.28,3.74,"Cutter","swinging_strike","L",92.5,2552
0.47,2.96,"4-Seam Fastball","foul_tip","L",98.4,2455
0.03,3.18,"4-Seam Fastball","hit_into_play","R",98.6,2464
0.13,2.13,"4-Seam Fastball","foul","R",98.4,2460
1.09,1.5,"4-Seam Fastball","ball","R",98.4,2537
1.16,1.1,"Knuckle Curve","ball","R",85.8,2887
0.26,2.16,"Slider","foul","R",89.6,2641
1.84,-0.64,"Slider","ball","R",90.9,2685
0.58,3.87,"4-Seam Fastball","swinging_strike","R",97.4,2389
0.6,2.02,"4-Seam Fastball","called_strike","R",96.8,2506
0.42,2.42,"4-Seam Fastball","swinging_strike","L",97.8,2443
-0.65,3.31,"Cutter","called_strike","L",92.1,2469
-0.62,3.12,"4-Seam Fastball","foul","L",96.3,2434
-0.46,1.16,"Slider","ball","L",90.4,2597
1.07,2.38,"4-Seam Fastball","ball","L",97.2,2521
0.31,3.23,"4-Seam Fastball","hit_into_play","R",98.6,2418
0.34,1.75,"Cutter","foul","R",93.4,2608
0.44,1.25,"Changeup","ball","R",91.4,1799
-0.37,4.16,"4-Seam Fastball","ball","R",96.7,2424
0.34,2.23,"Cutter","called_strike","R",94.7,2602
-0.09,2.63,"4-Seam Fastball","hit_into_play","L",96.7,2426
1.43,-0.5,"Knuckle Curve","ball","L",83.6,2982
0.94,2.47,"4-Seam Fastball","ball","L",97.2,2465
-0.13,1.53,"Knuckle Curve","swinging_strike","L",84,2768
-0.36,3.02,"4-Seam Fastball","foul","L",97.1,2361
-1.2,2.7,"4-Seam Fastball","ball","L",97.5,2479
0.46,4.21,"Cutter","ball","L",92.5,2502
0.42,2.25,"Slider","foul","L",89.2,2484
0.44,1.69,"Cutter","hit_into_play","R",91.5,2570
0.34,1.96,"Slider","hit_into_play","R",90.3,2636
1.15,2.32,"4-Seam Fastball","ball","R",99.5,2475
-1.13,3.41,"4-Seam Fastball","ball","R",98.1,2455
0.43,3.38,"Cutter","foul","R",94.6,2600
1.18,1.79,"4-Seam Fastball","ball","R",98.7,2441
-0.38,2.85,"4-Seam Fastball","foul","R",98,2366
0.59,4.25,"4-Seam Fastball","ball","R",97.9,2435
-0.06,3.01,"4-Seam Fastball","foul","R",97.2,2418
1.39,2.09,"Slider","ball","R",90.4,2651
-0.63,3.04,"4-Seam Fastball","foul","R",97.8,2331
-0.61,3.84,"4-Seam Fastball","ball","R",97.9,2356
-0.53,3.22,"4-Seam Fastball","swinging_strike","R",97.7,2363
-0.17,1.7,"Changeup","hit_into_play","L",91.3,1530
-0.35,2.5,"4-Seam Fastball","foul","L",98.2,2476
0.47,3.46,"4-Seam Fastball","foul","L",98.2,2445
-0.7,2.4,"Changeup","foul","L",89.8,1705
-0.89,2.82,"4-Seam Fastball","ball","L",97.9,2418
-0.8,3.2,"4-Seam Fastball","swinging_strike","L",96.7,2430
0,4.7,"4-Seam Fastball","ball","L",96.8,2463
0.68,2.82,"Knuckle Curve","foul","L",83.7,2915
0.19,3.06,"Cutter","hit_into_play","R",92.9,2581
1.33,2.94,"4-Seam Fastball","ball","R",95.6,2475
-0.18,2.43,"4-Seam Fastball","called_strike","R",95.8,2484
0.09,3.07,"Cutter","hit_into_play","L",93.2,2732
-0.12,1.54,"4-Seam Fastball","called_strike","L",97,2429
0.2,2.93,"4-Seam Fastball","hit_into_play","R",98.5,2521
-0.43,2.87,"4-Seam Fastball","foul","R",97.5,2528
1.38,0.99,"Slider","ball","R",89.7,2643
0.38,1.88,"Cutter","called_strike","R",93.3,2562
1.28,2.24,"4-Seam Fastball","ball","R",97.2,2479
-1.29,3.24,"4-Seam Fastball","ball","R",97.3,2426
-0.08,2.09,"Cutter","hit_into_play","L",91.2,2535
-0.16,1.82,"Knuckle Curve","called_strike","L",82,2944
-0.24,4.15,"4-Seam Fastball","ball","L",97.2,2311
-0.04,3.88,"4-Seam Fastball","hit_into_play","L",95.6,2400
-0.06,2.72,"4-Seam Fastball","hit_into_play","R",97.2,2430
0.46,1.52,"Knuckle Curve","hit_into_play","L",85.1,2829
0.23,2.55,"Cutter","hit_into_play","R",94.2,2541
0.37,2.67,"4-Seam Fastball","called_strike","R",97.7,2448
0.1,2.69,"Cutter","swinging_strike","R",94.1,2523
0.55,2.92,"4-Seam Fastball","foul","R",98.8,2469
1.79,0.92,"Slider","ball","R",92.4,2522
-0.35,3.09,"4-Seam Fastball","foul","R",98.1,2405
-0.31,2.97,"4-Seam Fastball","hit_into_play","L",97.7,2243
-1.78,3.11,"Changeup","ball","L",90.6,1409
-0.82,1.36,"Knuckle Curve","ball","L",84.3,2760
-0.48,2.28,"4-Seam Fastball","foul","L",97.3,2293
-1.72,3.58,"4-Seam Fastball","ball","L",96.7,2295
-0.28,3.24,"Cutter","called_strike","L",94,2489
-0.78,4.16,"4-Seam Fastball","ball","L",95.1,2319
0.79,4.26,"Cutter","ball","L",92.7,2430
1.78,1.64,"Knuckle Curve","ball","L",83.9,2809
1.74,0.04,"Knuckle Curve","ball","L",84.4,2794
0.34,0.79,"Knuckle Curve","swinging_strike_blocked","L",82.9,2793
0.7,1.32,"Knuckle Curve","swinging_strike","L",83.5,2821
0.49,2.05,"4-Seam Fastball","called_strike","L",96.3,2342
1.62,2.27,"Slider","swinging_strike","R",89.4,2545
1.47,1.6,"Cutter","ball","R",93,2497
0.98,2.5,"Cutter","called_strike","R",91.5,2449
0.15,3.4,"4-Seam Fastball","called_strike","R",95.6,2340
0.49,2.06,"Slider","hit_into_play","L",89.4,2437
-0.4,2.32,"4-Seam Fastball","foul","L",94.7,2378
-0.57,3.53,"Slider","ball","L",90.3,2397
0.71,1.79,"Slider","hit_into_play","R",90.1,2556
-0.2,3.15,"4-Seam Fastball","foul","R",97.1,2422
0.44,2.63,"Cutter","foul","R",94.4,2581
-0.37,1.05,"Changeup","hit_into_play","L",91.8,1612
-1.36,1.16,"Changeup","ball","L",90.6,1474
0.29,3.75,"Cutter","foul","L",94.8,2488
-0.64,1.86,"Slider","called_strike","L",90.7,2477
-0.04,2.57,"4-Seam Fastball","hit_into_play","R",96.9,2419
1.34,1.07,"Slider","ball","R",88.8,2469
1.66,2.23,"4-Seam Fastball","ball","R",97.8,2427
0.9,1.47,"Slider","swinging_strike","R",89.6,2407
0.81,1.7,"Cutter","called_strike","R",92.9,2534
0.9,2.96,"Slider","hit_into_play","R",90.4,2649
1.01,1.46,"Cutter","foul","R",94.6,2470
0.4,3.31,"4-Seam Fastball","hit_into_play","L",98.4,2381
-0.29,3.18,"Cutter","foul","L",95.4,2519
-0.22,3.5,"Knuckle Curve","ball","L",84.4,2814
-0.42,2.08,"Changeup","hit_into_play","L",90.2,1704
-0.67,1.81,"Changeup","hit_into_play","L",91.2,1781
0.28,1.57,"Cutter","called_strike","L",94.4,2555
1.05,0.88,"Cutter","ball","R",94.2,2411
-0.02,1.74,"4-Seam Fastball","foul","R",97.1,2423
0,2.4,"4-Seam Fastball","called_strike","R",96.6,2471
0.42,1.25,"4-Seam Fastball","ball","R",97.7,2455
-0.51,3.44,"4-Seam Fastball","ball","R",95.9,2470
0.25,0.86,"4-Seam Fastball","ball","R",95.8,2203
0.15,2.71,"4-Seam Fastball","hit_into_play","L",97,2263
0.21,1.9,"4-Seam Fastball","foul","L",95.4,2267
-0.37,1.18,"Slider","ball","L",89.4,2543
-0.93,3.9,"4-Seam Fastball","ball","L",97.7,2462
0.88,2.7,"Cutter","foul","L",91.4,2513
1.7,3.23,"Cutter","ball","L",93.5,2280
-0.07,2.36,"4-Seam Fastball","called_strike","L",94.8,2417
0.95,3.23,"Cutter","hit_into_play","R",93.8,2420
0.23,4.14,"4-Seam Fastball","foul","R",96.4,2221
-0.62,2.91,"4-Seam Fastball","swinging_strike","R",97.7,2304
0.05,2.26,"4-Seam Fastball","called_strike","R",97.6,2357
0.02,2.4,"Slider","hit_into_play","L",89.1,2491
-0.61,0.91,"Changeup","ball","L",91.2,1471
-0.68,3.14,"4-Seam Fastball","foul","L",97,2338
-0.68,2.89,"4-Seam Fastball","foul","L",96.7,2293
0.83,2.86,"4-Seam Fastball","foul","L",96.9,2364
-0.59,3.65,"4-Seam Fastball","swinging_strike","L",96.6,2276
0.54,4.02,"4-Seam Fastball","ball","L",96.8,2369
0.05,1.17,"Slider","swinging_strike","R",90,2513
-0.73,2.71,"4-Seam Fastball","foul","R",97.1,2235
-0.23,3.15,"4-Seam Fastball","foul","R",97.3,2329
-1.31,4.69,"4-Seam Fastball","ball","R",96.9,2354
0.75,1.86,"Cutter","swinging_strike","R",93.1,2403
1.36,2.08,"Cutter","ball","R",92.1,2432
-1.22,4.66,"4-Seam Fastball","ball","R",95.7,2429
-0.41,3.18,"4-Seam Fastball","swinging_strike","R",96.7,2365
0.42,2.46,"4-Seam Fastball","swinging_strike","R",99.6,2340
-0.49,2.7,"Cutter","foul","R",95,2519
1.42,1.41,"Slider","ball","R",90.2,2433
0.34,3.18,"4-Seam Fastball","foul","R",98.6,2496
1.28,2,"Cutter","ball","R",95.7,2556
1.48,1.33,"Slider","ball","R",89.7,2501
1.32,1.8,"Cutter","swinging_strike","R",93.8,2526
0.91,2.27,"4-Seam Fastball","called_strike","R",98,2413
-1.04,3.48,"Cutter","hit_into_play","L",92.8,2479
-0.83,3.25,"4-Seam Fastball","swinging_strike","L",97.4,2269
